sa1_main,x,y,IHAD_quartile,gcc_name_2016
21402138411,144.9291733568062,-38.35582041768293,1,Greater Melbourne
20703116427,145.1077514095957,-37.80855893122899,2,Greater Melbourne
20903121503,145.19257417540095,-37.683935858315756,2,Greater Melbourne
21402137920,145.20480298745676,-38.36054629493892,2,Greater Melbourne
21005144419,144.91152003853983,-37.57324447678894,4,Greater Melbourne
21203130034,145.29092918897138,-38.09563041655695,1,Greater Melbourne
21302134327,144.8378566620932,-37.83285997040694,1,Greater Melbourne
21305146612,144.7410226300678,-37.90604731992078,2,Greater Melbourne
20605113034,144.93905083504748,-37.840894632360794,4,Greater Melbourne
20803118711,145.1333364478112,-38.03281876524141,4,Greater Melbourne
20604111812,144.94315962372025,-37.813669975548535,2,Greater Melbourne
21302134223,144.77313426317593,-37.88125817907561,2,Greater Melbourne
21401137238,145.16110043591632,-38.14283778903299,2,Greater Melbourne
20606113629,144.99275841473403,-37.85761273097217,3,Greater Melbourne
20901119716,145.10848844116816,-37.6915661289393,3,Greater Melbourne
21105127903,145.42710224722947,-37.884174311849925,3,Greater Melbourne
21202129439,145.33892009928755,-38.06672910015733,4,Greater Melbourne
20606113517,145.0185158605922,-37.85864663652537,1,Greater Melbourne
20703116601,145.13851559167523,-37.8525165116548,1,Greater Melbourne
21004124117,144.7151421614929,-37.58015716501569,1,Greater Melbourne
21402138001,145.0444601890723,-38.22243006523697,1,Greater Melbourne
20701115227,145.04678571987495,-37.82380153624414,2,Greater Melbourne
21103126732,145.23141371369405,-37.83327649954951,3,Greater Melbourne
20901119703,145.12256618264826,-37.69229539147242,4,Greater Melbourne
20803118713,145.13362452256854,-38.02789657292419,1,Greater Melbourne
21101126023,145.2179820420773,-37.88148635189886,1,Greater Melbourne
21401137234,145.163301550536,-38.115233791673916,2,Greater Melbourne
20701114710,145.08697617856944,-37.81411210058696,3,Greater Melbourne
20702115919,145.15136611000094,-37.74036005536748,3,Greater Melbourne
21003143903,144.8952259270237,-37.708293472154786,3,Greater Melbourne
20903121403,145.1793008817979,-37.697965486193795,4,Greater Melbourne
21105127612,145.52774164331842,-37.67112681948778,4,Greater Melbourne
20605113415,145.00422481098184,-37.866705163007,1,Greater Melbourne
21304135605,144.59588483436784,-37.659871627401365,1,Greater Melbourne
21003123718,144.96393516525367,-37.69426865914952,2,Greater Melbourne
21402138414,144.86359831708273,-38.36715193325654,2,Greater Melbourne
20605112931,144.98459185346664,-37.87343654621109,3,Greater Melbourne
21105127813,145.3529957771636,-37.73285402371488,3,Greater Melbourne
20601110502,144.96711891957537,-37.76347697249783,4,Greater Melbourne
20602111106,145.01305100754197,-37.77861569403919,4,Greater Melbourne
21005124625,144.9060736494903,-37.64825396017442,4,Greater Melbourne
21304146323,144.74366113327903,-37.72809095351295,4,Greater Melbourne
21001122809,144.85016937416728,-37.72600059965928,2,Greater Melbourne
21101125123,145.264259525996,-37.850203990193805,2,Greater Melbourne
20606113719,144.99232864044603,-37.83556264985414,3,Greater Melbourne
21303135118,144.872022845252,-37.797266928011545,3,Greater Melbourne
20701115522,145.0694351008634,-37.825367591547455,1,Greater Melbourne
21204131730,145.15522012825548,-37.942944499909466,1,Greater Melbourne
21102126106,145.1729768311756,-37.79347763870069,2,Greater Melbourne
21304136014,144.73332612944978,-37.708547489397276,3,Greater Melbourne
21402138230,145.0618732230122,-38.25332070494509,3,Greater Melbourne
21301133616,144.83133952208033,-37.795313145987066,1,Greater Melbourne
20901120205,145.134023650168,-37.719786993487205,2,Greater Melbourne
21204131101,145.22933291593378,-37.98500775503682,2,Greater Melbourne
20604111812,144.94379283276626,-37.814028179891,3,Greater Melbourne
20902120832,145.00162820675405,-37.72799517717654,3,Greater Melbourne
20902120847,145.00553126337797,-37.697578475767315,1,Greater Melbourne
21301133613,144.83865954427586,-37.79044982697909,1,Greater Melbourne
21202145407,145.26733444967113,-37.9925462964357,3,Greater Melbourne
20904122005,145.06504233720992,-37.65531555157778,1,Greater Melbourne
20801117115,145.04385650352714,-37.96081220146967,4,Greater Melbourne
20605113015,144.91561485072017,-37.83963676682749,4,Greater Melbourne
20802142712,145.067402844386,-37.92417210849828,4,Greater Melbourne
20901119706,145.10691127484094,-37.71771462131824,4,Greater Melbourne
21005144104,144.93192578116594,-37.594731149106764,4,Greater Melbourne
21203130424,145.2472447879607,-38.112340713953486,4,Greater Melbourne
21401137106,145.15735340659273,-38.17187249521121,4,Greater Melbourne
21001122907,144.84969121338978,-37.75583811216914,3,Greater Melbourne
20603111458,144.90842148905898,-37.75041207644482,4,Greater Melbourne
21101125427,145.23640529973312,-37.884834221782555,4,Greater Melbourne
21101125926,145.23187364473208,-37.84754578030425,4,Greater Melbourne
21205132653,145.11315895810844,-37.89779714971182,4,Greater Melbourne
20606113711,145.0010072963447,-37.83720970556503,1,Greater Melbourne
21401137135,145.14125666591548,-38.152385354290814,1,Greater Melbourne
21203130603,145.26139280057254,-38.049905444309765,2,Greater Melbourne
21401137320,145.1240648275172,-38.16100599852091,2,Greater Melbourne
21305136544,144.6571507412282,-37.84738809414794,4,Greater Melbourne
21204131701,145.15265385165475,-37.959403033007135,1,Greater Melbourne
21303135107,144.87671095886193,-37.799963071807014,2,Greater Melbourne
20605112816,144.95196886176763,-37.84891259979368,3,Greater Melbourne
20701115337,145.04151705866244,-37.81210073142932,3,Greater Melbourne
20803118319,145.1338816696571,-38.020020243587915,4,Greater Melbourne
21205132212,145.15552036577307,-37.875960557398315,4,Greater Melbourne
20904121942,144.99882490496242,-37.65926766899776,1,Greater Melbourne
21204131314,145.13000348004383,-37.9872386348446,1,Greater Melbourne
21402138304,144.79033905365384,-38.37092648139444,1,Greater Melbourne
20904122022,145.048772685508,-37.661262980001396,3,Greater Melbourne
21301133440,144.82412502019363,-37.74545313562872,3,Greater Melbourne
21205132742,145.17512925415002,-37.91554880379831,4,Greater Melbourne
21202129313,145.32981517451466,-38.03012694943002,1,Greater Melbourne
20701115023,145.09041086965178,-37.85774194354174,2,Greater Melbourne
21202145527,145.2986105215221,-37.9987986551908,2,Greater Melbourne
20701114717,145.08945708830262,-37.80735057717208,3,Greater Melbourne
21003143836,144.93058063743555,-37.70000630377044,3,Greater Melbourne
20901119610,145.07779835766192,-37.696856733597436,4,Greater Melbourne
20604111706,144.95996658051018,-37.80180416752317,1,Greater Melbourne
21101125121,145.27558736174802,-37.836103485071376,2,Greater Melbourne
21004124140,144.70791340783762,-37.61605881214427,3,Greater Melbourne
21101125635,145.23099218752728,-37.92023329253777,3,Greater Melbourne
20904122004,145.04289321128888,-37.65443943265813,2,Greater Melbourne
21305146821,144.6363770117278,-37.89878844156705,3,Greater Melbourne
20607114105,144.98446214768882,-37.80276451215527,4,Greater Melbourne
21103126612,145.22789237177454,-37.83550430100372,2,Greater Melbourne
21204131146,145.22288994490015,-37.9909644173974,2,Greater Melbourne
20701114944,145.0945189368351,-37.84219194143126,3,Greater Melbourne
20701114918,145.06537452613037,-37.840817413509775,4,Greater Melbourne
21203145722,145.31485842187757,-38.053194621644366,4,Greater Melbourne
21302134402,144.89191494215237,-37.84734638263173,2,Greater Melbourne
20603111404,144.8941048725135,-37.74110950278157,3,Greater Melbourne
21304146210,144.75885428438417,-37.73676644001052,3,Greater Melbourne
20605113209,144.94867995007465,-37.837288674327816,4,Greater Melbourne
21402138021,145.0424513921467,-38.23053194247098,4,Greater Melbourne
20606113615,144.99357529613982,-37.85122075793799,2,Greater Melbourne
21303135007,144.876364200771,-37.81056903462151,2,Greater Melbourne
20605113351,144.9728625350882,-37.86410446620154,3,Greater Melbourne
21201128928,145.51645070206732,-37.996318443873996,3,Greater Melbourne
21204131738,145.15080246930236,-37.937994957938976,3,Greater Melbourne
20607114423,145.0057079860099,-37.81317544125913,1,Greater Melbourne
20902142913,144.98391258387957,-37.73491866706264,1,Greater Melbourne
21201129214,145.45284382857412,-38.07012155896875,1,Greater Melbourne
20607114508,145.0192058256411,-37.78325326105013,2,Greater Melbourne
21203130541,145.2718751052136,-38.040556412786565,2,Greater Melbourne
20802118004,145.0789414488289,-37.89236392510099,3,Greater Melbourne
21202129461,145.33551170498487,-38.07014915576831,4,Greater Melbourne
21305136960,144.59519914303232,-37.871732083294496,4,Greater Melbourne
20601110720,144.94554381327728,-37.776048708148316,1,Greater Melbourne
20701114820,145.0666802773149,-37.79383928906043,1,Greater Melbourne
20606113616,144.99428446604628,-37.84850997561128,3,Greater Melbourne
20701114928,145.05737219850892,-37.83724825953439,4,Greater Melbourne
20702115705,145.10662653899743,-37.7729998431892,4,Greater Melbourne
20904122302,145.00416893873734,-37.68357980923172,1,Greater Melbourne
21402138201,145.02491429845503,-38.28459734420611,2,Greater Melbourne
21105128320,145.37148852197313,-37.783839008638594,3,Greater Melbourne
21304135334,144.4186882711272,-37.68569405570123,3,Greater Melbourne
21402138329,144.82309983053744,-38.373825505003644,3,Greater Melbourne
20602111214,145.0059929393495,-37.757555043892715,1,Greater Melbourne
20701115117,145.04150202793633,-37.82348048608116,1,Greater Melbourne
21204145912,145.18809591004742,-37.96959412353398,1,Greater Melbourne
21301133410,144.81746674081262,-37.74022680018441,1,Greater Melbourne
20606113817,145.00708639970085,-37.831843830956394,2,Greater Melbourne
20701115030,145.06545297761502,-37.84922749217485,3,Greater Melbourne
20801117329,145.0173912629977,-37.98019408425306,3,Greater Melbourne
21304135903,144.6638676631896,-37.73205585664799,3,Greater Melbourne
20902120832,145.0047966021353,-37.73071154714887,4,Greater Melbourne
21204130901,145.08217320517187,-37.92728090576192,4,Greater Melbourne
21005144412,144.91592714449573,-37.58757613076158,1,Greater Melbourne
21203130137,145.32474190411853,-38.13083923789025,3,Greater Melbourne
21005144110,144.9274748611114,-37.59323349271037,1,Greater Melbourne
21201129215,145.4569037794194,-38.07097911588955,1,Greater Melbourne
21402138343,144.8266378927085,-38.41673424822346,2,Greater Melbourne
21305136561,144.65424075489142,-37.842363900532916,3,Greater Melbourne
21203130039,145.28872585200574,-38.099255233129185,2,Greater Melbourne
21005124625,144.90782757665596,-37.64757343405533,3,Greater Melbourne
21401137609,145.2008773117088,-38.11353126621985,3,Greater Melbourne
20607114021,144.96870474147,-37.79127914057862,3,Greater Melbourne
20904143020,145.1337878050844,-37.57678848736916,3,Greater Melbourne
21203130612,145.25538581604496,-38.05213733639448,3,Greater Melbourne
21205132125,145.16743788491834,-37.87741230246644,3,Greater Melbourne
21205132243,145.15498638572907,-37.86453347344847,4,Greater Melbourne
20901120223,145.1157088667275,-37.72459439986919,1,Greater Melbourne
21204131133,145.2154549489129,-37.98497604577161,3,Greater Melbourne
20702142523,145.15307470766592,-37.78140025830668,4,Greater Melbourne
21103126802,145.22409396179899,-37.790561675414025,4,Greater Melbourne
20605112927,144.98889248540365,-37.87694893304239,2,Greater Melbourne
21005144401,144.91193383531612,-37.569674890300575,3,Greater Melbourne
20903120956,145.16373227716565,-37.71299377855435,4,Greater Melbourne
21104127219,145.21324593235423,-37.83778611202563,4,Greater Melbourne
20603111506,144.93673086511322,-37.78838039254085,1,Greater Melbourne
20801116950,145.00155553218173,-37.90729226654888,1,Greater Melbourne
21205132737,145.19314100050917,-37.92219517968083,1,Greater Melbourne
20803118621,145.12184481343485,-38.06732822492056,4,Greater Melbourne
21001122929,144.85755866339196,-37.74256495830655,4,Greater Melbourne
20702116002,145.11401276325842,-37.75769114807507,1,Greater Melbourne
21101125505,145.28051501627127,-37.91382562498131,2,Greater Melbourne
21205132402,145.11114661002517,-37.889758353668654,2,Greater Melbourne
21103126513,145.28507851230356,-37.768413225737774,1,Greater Melbourne
21104126919,145.18397824871008,-37.83777026030216,2,Greater Melbourne
20605112938,144.9791518234083,-37.877334969056115,4,Greater Melbourne
20602111015,145.02641778554255,-37.77700549837328,1,Greater Melbourne
21201129222,145.49786440829624,-38.07499585437014,2,Greater Melbourne
21305146616,144.71909242112633,-37.90234170639518,3,Greater Melbourne
20602111219,145.0099032263858,-37.760658215678745,1,Greater Melbourne
20802117448,145.03634003438063,-37.91088156096315,2,Greater Melbourne
20801117026,145.0240250866813,-37.92781923195503,1,Greater Melbourne
21104126906,145.1596102137218,-37.84566916176521,1,Greater Melbourne
21304135651,144.5959414274308,-37.676680539729475,1,Greater Melbourne
20604111718,144.97065493777242,-37.79397062904777,2,Greater Melbourne
20902142917,144.98922726116825,-37.74825279453508,2,Greater Melbourne
21003123702,144.97678101371906,-37.702965643809684,2,Greater Melbourne
20701115522,145.07495922221412,-37.82401874905285,3,Greater Melbourne
21301133709,144.82853177827255,-37.76922163066331,3,Greater Melbourne
21305146703,144.6657819232843,-37.89149538953988,3,Greater Melbourne
20802117838,145.0272567300652,-37.89007114863438,4,Greater Melbourne
21304146302,144.74324917243635,-37.73391105936669,4,Greater Melbourne
20702142418,145.17449654812458,-37.76757471866521,2,Greater Melbourne
21301133618,144.82909074583108,-37.79286886113752,2,Greater Melbourne
20703116409,145.12478242026657,-37.812395132914055,4,Greater Melbourne
20901119731,145.09529147526447,-37.704718616853945,4,Greater Melbourne
21204131225,145.20703848873774,-37.96280598659782,1,Greater Melbourne
20606113733,144.99323670771864,-37.838927978052915,2,Greater Melbourne
20701114850,145.06585664868473,-37.796472730994864,2,Greater Melbourne
21304135831,144.55416029630265,-37.66278679408818,2,Greater Melbourne
20803119332,145.07465089542399,-37.9996138281067,3,Greater Melbourne
20604111723,144.96896152586086,-37.79512676776437,1,Greater Melbourne
20702115621,145.08441888922084,-37.77693282098778,1,Greater Melbourne
20803119025,145.0742592764536,-37.980355587630804,1,Greater Melbourne
21301133035,144.76711300755656,-37.75609561543973,1,Greater Melbourne
20702115708,145.11906031290496,-37.782483281032604,2,Greater Melbourne
20803118801,145.08399635727244,-37.96274365448886,2,Greater Melbourne
21203130201,145.272873944523,-38.071132961775604,2,Greater Melbourne
21203145825,145.2900998701187,-38.04881295628876,2,Greater Melbourne
21402138239,145.04803877028863,-38.24777304676306,2,Greater Melbourne
20803118614,145.12270067593755,-38.04171096061814,3,Greater Melbourne
21204131145,145.2243471146538,-37.98880390947016,3,Greater Melbourne
20802117733,145.027566304307,-37.874793819710476,4,Greater Melbourne
20804119503,145.0577544475201,-37.87005691756561,4,Greater Melbourne
21005124541,144.87348846019722,-37.67855222448555,4,Greater Melbourne
21101125826,145.24083063429683,-37.93132612552807,4,Greater Melbourne
21205132203,145.15410836026737,-37.899922356709645,4,Greater Melbourne
21301133830,144.8049542079225,-37.791938953896846,1,Greater Melbourne
21005144209,144.91837040435584,-37.580153167637015,2,Greater Melbourne
21105127901,145.45159939394298,-37.83525045511134,3,Greater Melbourne
20607114427,145.01045428365256,-37.82305625897913,4,Greater Melbourne
20901120214,145.13347157233113,-37.73176083981991,4,Greater Melbourne
21204131242,145.20282151319,-37.953306206110064,4,Greater Melbourne
20604112243,144.9625728463845,-37.81054289819594,1,Greater Melbourne
20605113015,144.9167903397898,-37.83725860931191,1,Greater Melbourne
21204131163,145.20165510489895,-37.991284216625495,1,Greater Melbourne
21305136520,144.66040843773166,-37.862578395699295,1,Greater Melbourne
21401137237,145.1644396684257,-38.14399937437852,1,Greater Melbourne
21402138310,144.798179580943,-38.37643412809869,1,Greater Melbourne
20904121929,145.0379681107464,-37.67568109345265,2,Greater Melbourne
21201129257,145.45237732577613,-38.081077563551766,2,Greater Melbourne
21204131613,145.1928413818811,-37.956258154212726,2,Greater Melbourne
21101126043,145.24778389781645,-37.87633697421221,3,Greater Melbourne
21204131153,145.20880301409505,-37.975198126574206,3,Greater Melbourne
20902142831,145.0016061626674,-37.75183895285462,4,Greater Melbourne
21302134425,144.8666082373193,-37.83666872121568,4,Greater Melbourne
21303135006,144.88348953366733,-37.81105534851449,4,Greater Melbourne
20605113016,144.9399676067826,-37.84254958166465,1,Greater Melbourne
21202145613,145.28767098113553,-38.01260605439725,2,Greater Melbourne
21203145729,145.30861365009486,-38.05186596290033,2,Greater Melbourne
20604112112,144.92448818648748,-37.78903114347736,3,Greater Melbourne
20601110615,144.97899057200317,-37.7610206506267,4,Greater Melbourne
20902120758,145.01219909687725,-37.701330297786015,1,Greater Melbourne
21103126715,145.2428749805267,-37.83396062242354,3,Greater Melbourne
20604112246,144.96712054177635,-37.80897626769642,1,Greater Melbourne
20604112211,144.954505271138,-37.81706367330383,2,Greater Melbourne
20605113016,144.93918874002952,-37.842012750488074,2,Greater Melbourne
21105127908,145.40924061522236,-37.873494268960904,2,Greater Melbourne
21302134406,144.87453472561035,-37.8490074974505,2,Greater Melbourne
20701115416,145.0481635576926,-37.79247595876036,4,Greater Melbourne
21204131449,145.1662199202731,-37.999657018720434,4,Greater Melbourne
21205132145,145.18513987722505,-37.880783498110226,4,Greater Melbourne
21305136227,144.69718062876728,-37.86681126578307,4,Greater Melbourne
21301132916,144.7918050790885,-37.7615560303019,2,Greater Melbourne
21402138336,144.80409308097774,-38.375573380977784,2,Greater Melbourne
20601110517,144.95284599767254,-37.75542610944385,3,Greater Melbourne
21304136009,144.7617862690425,-37.723437248571244,3,Greater Melbourne
21105128116,145.3095377091255,-37.772418167000744,4,Greater Melbourne
20902120729,145.02133533777896,-37.730236846207106,1,Greater Melbourne
21103126623,145.22434777782618,-37.82503076562496,1,Greater Melbourne
21202129416,145.34182971118142,-38.04799216248097,3,Greater Melbourne
21302134120,144.83637842397187,-37.86472040665387,3,Greater Melbourne
20605113434,144.99683180108767,-37.88237016658963,4,Greater Melbourne
21305136544,144.6517758142965,-37.84884400941883,4,Greater Melbourne
20703116608,145.15714589920097,-37.85365535506542,1,Greater Melbourne
20902120520,145.03450582675842,-37.718389713632924,2,Greater Melbourne
21103145034,145.29037550479424,-37.808938767591336,2,Greater Melbourne
21305146614,144.7410446913258,-37.91234321609775,2,Greater Melbourne
21204131419,145.18745721633698,-37.99137112349438,3,Greater Melbourne
21305136967,144.60165186332677,-37.8636663641604,3,Greater Melbourne
20903120927,145.1655765767271,-37.709829468166745,4,Greater Melbourne
20904122334,145.02626799932153,-37.6799447421158,1,Greater Melbourne
20801117110,145.02934033915864,-37.945989592683745,2,Greater Melbourne
20901119733,145.1380064109913,-37.6984461866188,3,Greater Melbourne
21205131940,145.0967130245595,-37.887331440879514,3,Greater Melbourne
20602111012,145.0287575647038,-37.77814400414125,4,Greater Melbourne
20607114010,144.96665608290658,-37.78410550874506,1,Greater Melbourne
20703116311,145.13719544840123,-37.820567891079875,1,Greater Melbourne
21101125106,145.26040371022674,-37.84212012582365,1,Greater Melbourne
21303134802,144.88337746620513,-37.79367787826154,3,Greater Melbourne
21305146538,144.74274818793577,-37.87551457196135,3,Greater Melbourne
21402138335,144.80233957400822,-38.37208342515038,2,Greater Melbourne
21105127908,145.40994711354816,-37.873273714284984,3,Greater Melbourne
20701115320,145.01432518549782,-37.810072161293796,4,Greater Melbourne
21104127221,145.18929303183407,-37.843940767581294,4,Greater Melbourne
20701115134,145.03629346525176,-37.81474056270152,1,Greater Melbourne
20902120509,145.03948590139365,-37.71647414128305,1,Greater Melbourne
21302134506,144.76444606455706,-37.88323142146039,2,Greater Melbourne
20606113706,144.9878241274402,-37.83951707287848,3,Greater Melbourne
21303134830,144.88994731396738,-37.79780186941874,3,Greater Melbourne
21401137336,145.10196781750545,-38.16500217552032,3,Greater Melbourne
20606113514,145.01509445984595,-37.85882084506126,4,Greater Melbourne
21105127719,145.31101271140327,-37.80553770793643,3,Greater Melbourne
20701115210,145.05860897745245,-37.817975230643164,4,Greater Melbourne
21304136025,144.76418628746478,-37.71241178517636,4,Greater Melbourne
20601110614,144.97401916214346,-37.75922526963438,1,Greater Melbourne
20902120718,145.01893429135964,-37.72522363333272,1,Greater Melbourne
21205131904,145.09121396595054,-37.88611557173817,1,Greater Melbourne
20804119418,145.05925719823995,-37.854725830118326,2,Greater Melbourne
21305146514,144.7454225161824,-37.89437463704054,2,Greater Melbourne
21101125702,145.27367621877374,-37.903127419541796,3,Greater Melbourne
20601110555,144.95963434785537,-37.77289204421603,4,Greater Melbourne
20703116618,145.1422693510902,-37.8498482728625,2,Greater Melbourne
21304135602,144.59990954866123,-37.657048667305666,2,Greater Melbourne
21002123510,144.73893080747573,-37.355469627508555,3,Greater Melbourne
21305146618,144.7366684736097,-37.90994557920594,3,Greater Melbourne
20703116704,145.1096256964066,-37.820134694086555,4,Greater Melbourne
20803119013,145.07310623442052,-37.9804739425806,1,Greater Melbourne
20803119011,145.06539336815212,-37.98193726101274,2,Greater Melbourne
21203130018,145.28234857322897,-38.09654570185167,2,Greater Melbourne
21104127019,145.1948639723862,-37.80619417540536,1,Greater Melbourne
21101125415,145.2288318939802,-37.89366779478349,2,Greater Melbourne
20604112105,144.93029948661783,-37.788982776646144,3,Greater Melbourne
20604112503,144.98098664388186,-37.83628081787859,3,Greater Melbourne
20901119746,145.1287900842829,-37.69835141350237,4,Greater Melbourne
21105127632,145.54835061245416,-37.730754999711074,4,Greater Melbourne
21402138101,145.07962152558528,-38.202934384028836,4,Greater Melbourne
20902120733,145.01906095985584,-37.71521073696011,1,Greater Melbourne
20605113317,144.9797198076367,-37.85856329680774,3,Greater Melbourne
20605112915,144.98532220026226,-37.878698390042906,4,Greater Melbourne
20703116312,145.12491717018102,-37.820242520013835,1,Greater Melbourne
20802117805,145.02987280555632,-37.88938955080943,1,Greater Melbourne
20603111304,144.9086037976584,-37.778520942403404,2,Greater Melbourne
21304135305,144.48209477267804,-37.63969811638706,2,Greater Melbourne
20901120012,145.03248635377577,-37.76126279057047,2,Greater Melbourne
21402138545,145.1720827673115,-38.215865881189615,2,Greater Melbourne
20802118106,145.06867506226513,-37.90654213538305,4,Greater Melbourne
21304135841,144.5378937051691,-37.67398450939777,2,Greater Melbourne
20601110828,144.95002318401043,-37.74394524804153,3,Greater Melbourne
20701114918,145.06635304347486,-37.84041774534461,3,Greater Melbourne
20605113404,144.99507282453433,-37.86249890879281,4,Greater Melbourne
21003123704,144.97607008266309,-37.709006987530785,1,Greater Melbourne
21202145301,145.27282087270063,-37.97148884958299,1,Greater Melbourne
20803119343,145.08658417307097,-37.98999607483335,3,Greater Melbourne
21103126510,145.2763386320404,-37.76463488704329,3,Greater Melbourne
21202145321,145.24186550887873,-37.96617863628059,4,Greater Melbourne
20902142914,144.99223554683286,-37.7297514731765,2,Greater Melbourne
21105127407,145.36083080427872,-37.91797303185244,2,Greater Melbourne
21101125622,145.2377739263176,-37.91436191334397,3,Greater Melbourne
21402138028,145.03469843625368,-38.229238293049704,3,Greater Melbourne
20701115213,145.0493308243544,-37.822615392593896,4,Greater Melbourne
21003143811,144.90892621071964,-37.712268417767014,1,Greater Melbourne
21305146806,144.63297882601864,-37.911301027891106,2,Greater Melbourne
21005144420,144.9087164769272,-37.567318659636626,4,Greater Melbourne
21101125710,145.2572934729682,-37.90527397613933,2,Greater Melbourne
21204130916,145.1005736982384,-37.9374710324612,2,Greater Melbourne
21204146034,145.16482787279168,-37.969300496512076,2,Greater Melbourne
20603111426,144.90007442694744,-37.738266901535894,3,Greater Melbourne
21204131142,145.20811417229046,-37.979843271250026,3,Greater Melbourne
21304135715,144.5669978136819,-37.69737814099516,3,Greater Melbourne
20607114327,144.9861333515866,-37.78786059286296,4,Greater Melbourne
20802118117,145.06949925900136,-37.88948860531836,4,Greater Melbourne
21303135221,144.86891404082385,-37.815812209207415,4,Greater Melbourne
20803119011,145.0686626469044,-37.98438837184126,1,Greater Melbourne
21304135336,144.4351332932845,-37.65846796571266,1,Greater Melbourne
20604112635,144.95687800903565,-37.82648193154121,2,Greater Melbourne
20703116223,145.14965173903047,-37.84276000236674,4,Greater Melbourne
20803118913,145.11883587243466,-38.03366495118572,1,Greater Melbourne
21203130134,145.3226766589133,-38.113164066826236,2,Greater Melbourne
20606113620,144.99778530832404,-37.85658895941453,3,Greater Melbourne
20601110707,144.94946855262998,-37.76202604143748,4,Greater Melbourne
21003123925,144.91691840644572,-37.717531834862214,4,Greater Melbourne
21005124223,144.91232878309404,-37.68066594915461,1,Greater Melbourne
21401137154,145.16312444611594,-38.166754741586516,1,Greater Melbourne
21402138330,144.738311074276,-38.34001324027512,1,Greater Melbourne
